seed	cardinality	bucket	estimate	signed_relative_error	absolute_relative_error
0	5000	0	4917.496478	-0.016500704	0.016500704
0	5000	1	5045.717821	0.009143564	0.009143564
0	5000	2	4950.851711	-0.009829658	0.009829658
0	5000	3	4981.105439	-0.003778912	0.003778912
0	5000	4	5008.186530	0.001637306	0.001637306
0	5000	5	5035.447861	0.007089572	0.007089572
0	5000	6	5052.578794	0.010515759	0.010515759
0	5000	7	4887.707256	-0.022458549	0.022458549
0	5000	8	5052.578794	0.010515759	0.010515759
0	5000	9	4994.623603	-0.001075279	0.001075279
0	5000	10	4910.857903	-0.017828419	0.017828419
0	5000	11	5107.884276	0.021576855	0.021576855
0	5000	12	5093.987740	0.018797548	0.018797548
0	5000	13	5025.203588	0.005040718	0.005040718
0	5000	14	5032.030256	0.006406051	0.006406051
0	5000	15	4881.116747	-0.023776651	0.023776651
0	5000	16	4981.105439	-0.003778912	0.003778912
0	5000	17	5049.146871	0.009829374	0.009829374
0	5000	18	5018.388278	0.003677656	0.003677656
0	5000	19	5066.335314	0.013267063	0.013267063
0	5000	20	5104.405719	0.020881144	0.020881144
0	5000	21	5090.520960	0.018104192	0.018104192
0	5000	22	5073.230939	0.014646188	0.014646188
0	5000	23	4974.363051	-0.005127390	0.005127390
0	10000	0	9948.726102	-0.005127390	0.005127390
0	10000	1	9781.973088	-0.021802691	0.021802691
0	10000	2	10218.374231	0.021837423	0.021837423
0	10000	3	10218.374231	0.021837423	0.021837423
0	10000	4	9600.846049	-0.039915395	0.039915395
0	10000	5	9847.861908	-0.015213809	0.015213809
0	10000	6	10218.374231	0.021837423	0.021837423
0	10000	7	10098.948862	0.009894886	0.009894886
0	10000	8	10098.948862	0.009894886	0.009894886
0	10000	9	10134.412287	0.013441229	0.013441229
0	10000	10	9870.062504	-0.012993750	0.012993750
0	10000	11	10040.517058	0.004051706	0.004051706
0	10000	12	10122.556996	0.012255700	0.012255700
0	10000	13	10170.185440	0.017018544	0.017018544
0	10000	14	10098.948862	0.009894886	0.009894886
0	10000	15	9903.590659	-0.009640934	0.009640934
0	10000	16	9914.827977	-0.008517202	0.008517202
0	10000	17	10379.022272	0.037902227	0.037902227
0	10000	18	9994.364457	-0.000563554	0.000563554
0	10000	19	10242.682908	0.024268291	0.024268291
0	10000	20	9663.862676	-0.033613732	0.033613732
0	10000	21	9948.726102	-0.005127390	0.005127390
0	10000	22	9771.093931	-0.022890607	0.022890607
0	10000	23	10087.195626	0.008719563	0.008719563
0	50000	0	51232.455698	0.024649114	0.024649114
0	50000	1	50523.966477	0.010479330	0.010479330
0	50000	2	49572.995547	-0.008540089	0.008540089
0	50000	3	50504.489749	0.010089795	0.010089795
0	50000	4	49666.043878	-0.006679122	0.006679122
0	50000	5	49920.457890	-0.001590842	0.001590842
0	50000	6	50747.346154	0.014946923	0.014946923
0	50000	7	50383.558128	0.007671163	0.007671163
0	50000	8	49731.846896	-0.005363062	0.005363062
0	50000	9	51030.017755	0.020600355	0.020600355
0	50000	10	50140.673919	0.002813478	0.002813478
0	50000	11	50827.848351	0.016556967	0.016556967
0	50000	12	50258.212876	0.005164258	0.005164258
0	50000	13	50601.170061	0.012023401	0.012023401
0	50000	14	51124.704537	0.022494091	0.022494091
0	50000	15	49563.284839	-0.008734303	0.008734303
0	50000	16	50112.507816	0.002250156	0.002250156
0	50000	17	50136.055174	0.002721103	0.002721103
0	50000	18	50805.593978	0.016111880	0.016111880
0	50000	19	49369.776566	-0.012604469	0.012604469
0	50000	20	50860.243052	0.017204861	0.017204861
0	50000	21	50422.797892	0.008455958	0.008455958
0	50000	22	50580.052043	0.011601041	0.011601041
0	50000	23	49336.932235	-0.013261355	0.013261355
1	100	0	99.191405	-0.008085948	0.008085948
1	100	1	98.167021	-0.018329790	0.018329790
1	100	2	100.216046	0.002160456	0.002160456
1	100	3	100.216046	0.002160456	0.002160456
1	100	4	99.191405	-0.008085948	0.008085948
1	100	5	101.240942	0.012409424	0.012409424
1	100	6	99.191405	-0.008085948	0.008085948
1	100	7	101.240942	0.012409424	0.012409424
1	100	8	101.240942	0.012409424	0.012409424
1	100	9	101.240942	0.012409424	0.012409424
1	100	10	101.240942	0.012409424	0.012409424
1	100	11	99.191405	-0.008085948	0.008085948
1	100	12	100.216046	0.002160456	0.002160456
1	100	13	97.142893	-0.028571070	0.028571070
1	100	14	99.191405	-0.008085948	0.008085948
1	100	15	99.191405	-0.008085948	0.008085948
1	100	16	101.240942	0.012409424	0.012409424
1	100	17	100.216046	0.002160456	0.002160456
1	100	18	100.216046	0.002160456	0.002160456
1	100	19	100.216046	0.002160456	0.002160456
1	100	20	100.216046	0.002160456	0.002160456
1	100	21	100.216046	0.002160456	0.002160456
1	100	22	100.216046	0.002160456	0.002160456
1	100	23	100.216046	0.002160456	0.002160456
1	500	0	501.483518	0.002967036	0.002967036
1	500	1	486.816652	-0.026366696	0.026366696
1	500	2	498.094192	-0.003811615	0.003811615
1	500	3	501.483518	0.002967036	0.002967036
1	500	4	501.483518	0.002967036	0.002967036
1	500	5	498.094192	-0.003811615	0.003811615
1	500	6	492.451541	-0.015096918	0.015096918
1	500	7	511.668356	0.023336711	0.023336711
1	500	8	501.483518	0.002967036	0.002967036
1	500	9	496.965040	-0.006069920	0.006069920
1	500	10	502.613917	0.005227834	0.005227834
1	500	11	494.707669	-0.010584662	0.010584662
1	500	12	503.744628	0.007489256	0.007489256
1	500	13	486.816652	-0.026366696	0.026366696
1	500	14	500.353431	0.000706863	0.000706863
1	500	15	500.353431	0.000706863	0.000706863
1	500	16	500.353431	0.000706863	0.000706863
1	500	17	496.965040	-0.006069920	0.006069920
1	500	18	501.483518	0.002967036	0.002967036
1	500	19	492.451541	-0.015096918	0.015096918
1	500	20	498.094192	-0.003811615	0.003811615
1	500	21	499.223656	-0.001552688	0.001552688
1	500	22	510.535456	0.021070911	0.021070911
1	500	23	501.483518	0.002967036	0.002967036
1	1000	0	1003.466070	0.003466070	0.003466070
1	1000	1	1000.911658	0.000911658	0.000911658
1	1000	2	1004.743874	0.004743874	0.004743874
1	1000	3	997.083024	-0.002916976	0.002916976
1	1000	4	1007.300678	0.007300678	0.007300678
1	1000	5	975.454771	-0.024545229	0.024545229
1	1000	6	988.163437	-0.011836563	0.011836563
1	1000	7	984.346695	-0.015653305	0.015653305
1	1000	8	1014.980680	0.014980680	0.014980680
1	1000	9	1000.911658	0.000911658	0.000911658
1	1000	10	1016.262082	0.016262082	0.016262082
1	1000	11	1008.579679	0.008579679	0.008579679
1	1000	12	983.075238	-0.016924762	0.016924762
1	1000	13	984.346695	-0.015653305	0.015653305
1	1000	14	1008.579679	0.008579679	0.008579679
1	1000	15	979.263232	-0.020736768	0.020736768
1	1000	16	1008.579679	0.008579679	0.008579679
1	1000	17	976.723864	-0.023276136	0.023276136
1	1000	18	1006.022077	0.006022077	0.006022077
1	1000	19	985.618547	-0.014381453	0.014381453
1	1000	20	988.163437	-0.011836563	0.011836563
1	1000	21	1008.579679	0.008579679	0.008579679
1	1000	22	1003.466070	0.003466070	0.003466070
1	1000	23	994.532588	-0.005467412	0.005467412
1	5000	0	4954.202223	-0.009159555	0.009159555
1	5000	1	5004.791585	0.000958317	0.000958317
1	5000	2	5073.230939	0.014646188	0.014646188
1	5000	3	4991.239877	-0.001752025	0.001752025
1	5000	4	5011.584290	0.002316858	0.002316858
1	5000	5	5066.335314	0.013267063	0.013267063
1	5000	6	4920.819805	-0.015836039	0.015836039
1	5000	7	4974.363051	-0.005127390	0.005127390
1	5000	8	5025.203588	0.005040718	0.005040718
1	5000	9	5083.596191	0.016719238	0.016719238
1	5000	10	4887.707256	-0.022458549	0.022458549
1	5000	11	5008.186530	0.001637306	0.001637306
1	5000	12	5021.794515	0.004358903	0.004358903
1	5000	13	5042.291639	0.008458328	0.008458328
1	5000	14	5146.344652	0.029268930	0.029268930
1	5000	15	4940.816590	-0.011836682	0.011836682
1	5000	16	5118.337705	0.023667541	0.023667541
1	5000	17	4897.612944	-0.020477411	0.020477411
1	5000	18	5018.388278	0.003677656	0.003677656
1	5000	19	5004.791585	0.000958317	0.000958317
1	5000	20	4947.503938	-0.010499212	0.010499212
1	5000	21	5042.291639	0.008458328	0.008458328
1	5000	22	5073.230939	0.014646188	0.014646188
1	5000	23	5008.186530	0.001637306	0.001637306
1	10000	0	10040.517058	0.004051706	0.004051706
1	10000	1	9781.973088	-0.021802691	0.021802691
1	10000	2	10242.682908	0.024268291	0.024268291
1	10000	3	10267.136712	0.026713671	0.026713671
1	10000	4	9706.418903	-0.029358110	0.029358110
1	10000	5	10291.737386	0.029173739	0.029173739
1	10000	6	10098.948862	0.009894886	0.009894886
1	10000	7	9738.628768	-0.026137123	0.026137123
1	10000	8	9695.738323	-0.030426168	0.030426168
1	10000	9	9881.208089	-0.011879191	0.011879191
1	10000	10	10158.226307	0.015822631	0.015822631
1	10000	11	9847.861908	-0.015213809	0.015213809
1	10000	12	9847.861908	-0.015213809	0.015213809
1	10000	13	9971.481716	-0.002851828	0.002851828
1	10000	14	10230.510536	0.023051054	0.023051054
1	10000	15	10075.476018	0.007547602	0.007547602
1	10000	16	10017.375753	0.001737575	0.001737575
1	10000	17	10170.185440	0.017018544	0.017018544
1	10000	18	9982.907107	-0.001709289	0.001709289
1	10000	19	9971.481716	-0.002851828	0.002851828
1	10000	20	10087.195626	0.008719563	0.008719563
1	10000	21	10182.179592	0.018217959	0.018217959
1	10000	22	10040.517058	0.004051706	0.004051706
1	10000	23	10040.517058	0.004051706	0.004051706
1	50000	0	49399.899032	-0.012002019	0.012002019
1	50000	1	50408.197402	0.008163948	0.008163948
1	50000	2	49802.412429	-0.003951751	0.003951751
1	50000	3	51023.165048	0.020463301	0.020463301
1	50000	4	49403.743210	-0.011925136	0.011925136
1	50000	5	49668.486233	-0.006630275	0.006630275
1	50000	6	50052.897141	0.001057943	0.001057943
1	50000	7	50298.357187	0.005967144	0.005967144
1	50000	8	51270.241881	0.025404838	0.025404838
1	50000	9	48992.414418	-0.020151712	0.020151712
1	50000	10	49740.072493	-0.005198550	0.005198550
1	50000	11	50691.375508	0.013827510	0.013827510
1	50000	12	51180.486169	0.023609723	0.023609723
1	50000	13	49538.872459	-0.009222551	0.009222551
1	50000	14	50504.049016	0.010080980	0.010080980
1	50000	15	49714.593763	-0.005708125	0.005708125
1	50000	16	49481.847703	-0.010363046	0.010363046
1	50000	17	51419.602650	0.028392053	0.028392053
1	50000	18	51594.311419	0.031886228	0.031886228
1	50000	19	51080.897109	0.021617942	0.021617942
1	50000	20	49685.704648	-0.006285907	0.006285907
1	50000	21	50085.163500	0.001703270	0.001703270
1	50000	22	51198.063209	0.023961264	0.023961264
1	50000	23	48147.033019	-0.037059340	0.037059340
2	100	0	100.216046	0.002160456	0.002160456
2	100	1	99.191405	-0.008085948	0.008085948
2	100	2	97.142893	-0.028571070	0.028571070
2	100	3	101.240942	0.012409424	0.012409424
2	100	4	100.216046	0.002160456	0.002160456
2	100	5	99.191405	-0.008085948	0.008085948
2	100	6	101.240942	0.012409424	0.012409424
2	100	7	100.216046	0.002160456	0.002160456
2	100	8	100.216046	0.002160456	0.002160456
2	100	9	101.240942	0.012409424	0.012409424
2	100	10	97.142893	-0.028571070	0.028571070
2	100	11	101.240942	0.012409424	0.012409424
2	100	12	99.191405	-0.008085948	0.008085948
2	100	13	101.240942	0.012409424	0.012409424
2	100	14	100.216046	0.002160456	0.002160456
2	100	15	99.191405	-0.008085948	0.008085948
2	100	16	101.240942	0.012409424	0.012409424
2	100	17	99.191405	-0.008085948	0.008085948
2	100	18	101.240942	0.012409424	0.012409424
2	100	19	99.191405	-0.008085948	0.008085948
2	100	20	100.216046	0.002160456	0.002160456
2	100	21	99.191405	-0.008085948	0.008085948
2	100	22	98.167021	-0.018329790	0.018329790
2	100	23	100.216046	0.002160456	0.002160456
2	500	0	509.402869	0.018805738	0.018805738
2	500	1	507.138634	0.014277269	0.014277269
2	500	2	500.353431	0.000706863	0.000706863
2	500	3	498.094192	-0.003811615	0.003811615
2	500	4	492.451541	-0.015096918	0.015096918
2	500	5	500.353431	0.000706863	0.000706863
2	500	6	503.744628	0.007489256	0.007489256
2	500	7	512.801569	0.025603138	0.025603138
2	500	8	499.223656	-0.001552688	0.001552688
2	500	9	494.707669	-0.010584662	0.010584662
2	500	10	499.223656	-0.001552688	0.001552688
2	500	11	501.483518	0.002967036	0.002967036
2	500	12	493.579450	-0.012841101	0.012841101
2	500	13	496.965040	-0.006069920	0.006069920
2	500	14	511.668356	0.023336711	0.023336711
2	500	15	506.006986	0.012013973	0.012013973
2	500	16	496.965040	-0.006069920	0.006069920
2	500	17	498.094192	-0.003811615	0.003811615
2	500	18	500.353431	0.000706863	0.000706863
2	500	19	494.707669	-0.010584662	0.010584662
2	500	20	503.744628	0.007489256	0.007489256
2	500	21	503.744628	0.007489256	0.007489256
2	500	22	507.138634	0.014277269	0.014277269
2	500	23	499.223656	-0.001552688	0.001552688
2	1000	0	1020.108694	0.020108694	0.020108694
2	1000	1	998.358838	-0.001641162	0.001641162
2	1000	2	1003.466070	0.003466070	0.003466070
2	1000	3	1016.262082	0.016262082	0.016262082
2	1000	4	990.709909	-0.009290091	0.009290091
2	1000	5	994.532588	-0.005467412	0.005467412
2	1000	6	990.709909	-0.009290091	0.009290091
2	1000	7	1009.859079	0.009859079	0.009859079
2	1000	8	995.807607	-0.004192393	0.004192393
2	1000	9	1000.911658	0.000911658	0.000911658
2	1000	10	974.186070	-0.025813930	0.025813930
2	1000	11	1013.699680	0.013699680	0.013699680
2	1000	12	1004.743874	0.004743874	0.004743874
2	1000	13	1031.670251	0.031670251	0.031670251
2	1000	14	1003.466070	0.003466070	0.003466070
2	1000	15	999.635049	-0.000364951	0.000364951
2	1000	16	1004.743874	0.004743874	0.004743874
2	1000	17	1016.262082	0.016262082	0.016262082
2	1000	18	990.709909	-0.009290091	0.009290091
2	1000	19	1003.466070	0.003466070	0.003466070
2	1000	20	1004.743874	0.004743874	0.004743874
2	1000	21	1000.911658	0.000911658	0.000911658
2	1000	22	990.709909	-0.009290091	0.009290091
2	1000	23	994.532588	-0.005467412	0.005467412
2	5000	0	5114.850264	0.022970053	0.022970053
2	5000	1	5011.584290	0.002316858	0.002316858
2	5000	2	5021.794515	0.004358903	0.004358903
2	5000	3	4970.996014	-0.005800797	0.005800797
2	5000	4	5128.817882	0.025763576	0.025763576
2	5000	5	4937.477005	-0.012504599	0.012504599
2	5000	6	4927.474558	-0.014505088	0.014505088
2	5000	7	5128.817882	0.025763576	0.025763576
2	5000	8	5066.335314	0.013267063	0.013267063
2	5000	9	5125.321509	0.025064302	0.025064302
2	5000	10	5125.321509	0.025064302	0.025064302
2	5000	11	5052.578794	0.010515759	0.010515759
2	5000	12	5045.717821	0.009143564	0.009143564
2	5000	13	4937.477005	-0.012504599	0.012504599
2	5000	14	4981.105439	-0.003778912	0.003778912
2	5000	15	5038.868321	0.007773664	0.007773664
2	5000	16	4877.825466	-0.024434907	0.024434907
2	5000	17	4981.105439	-0.003778912	0.003778912
2	5000	18	4954.202223	-0.009159555	0.009159555
2	5000	19	4940.816590	-0.011836682	0.011836682
2	5000	20	5049.146871	0.009829374	0.009829374
2	5000	21	4994.623603	-0.001075279	0.001075279
2	5000	22	5100.930114	0.020186023	0.020186023
2	5000	23	5032.030256	0.006406051	0.006406051
2	10000	0	9960.088106	-0.003991189	0.003991189
2	10000	1	10230.510536	0.023051054	0.023051054
2	10000	2	10028.930063	0.002893006	0.002893006
2	10000	3	9847.861908	-0.015213809	0.015213809
2	10000	4	10158.226307	0.015822631	0.015822631
2	10000	5	10194.208969	0.019420897	0.019420897
2	10000	6	10134.412287	0.013441229	0.013441229
2	10000	7	9914.827977	-0.008517202	0.008517202
2	10000	8	10005.853945	0.000585395	0.000585395
2	10000	9	10063.789848	0.006378985	0.006378985
2	10000	10	10122.556996	0.012255700	0.012255700
2	10000	11	9971.481716	-0.002851828	0.002851828
2	10000	12	9814.785012	-0.018521499	0.018521499
2	10000	13	9960.088106	-0.003991189	0.003991189
2	10000	14	9870.062504	-0.012993750	0.012993750
2	10000	15	10017.375753	0.001737575	0.001737575
2	10000	16	9937.395527	-0.006260447	0.006260447
2	10000	17	10218.374231	0.021837423	0.021837423
2	10000	18	9858.947165	-0.014105284	0.014105284
2	10000	19	10122.556996	0.012255700	0.012255700
2	10000	20	9881.208089	-0.011879191	0.011879191
2	10000	21	9948.726102	-0.005127390	0.005127390
2	10000	22	10087.195626	0.008719563	0.008719563
2	10000	23	9926.096210	-0.007390379	0.007390379
2	50000	0	50231.080497	0.004621610	0.004621610
2	50000	1	49825.897579	-0.003482048	0.003482048
2	50000	2	49408.912690	-0.011821746	0.011821746
2	50000	3	50875.390630	0.017507813	0.017507813
2	50000	4	51278.578855	0.025571577	0.025571577
2	50000	5	51037.896496	0.020757930	0.020757930
2	50000	6	49788.612916	-0.004227742	0.004227742
2	50000	7	50276.629716	0.005532594	0.005532594
2	50000	8	49416.395785	-0.011672084	0.011672084
2	50000	9	49116.936689	-0.017661266	0.017661266
2	50000	10	49802.611072	-0.003947779	0.003947779
2	50000	11	49474.572453	-0.010508551	0.010508551
2	50000	12	50452.099706	0.009041994	0.009041994
2	50000	13	49556.244641	-0.008875107	0.008875107
2	50000	14	50398.852335	0.007977047	0.007977047
2	50000	15	49992.592777	-0.000148144	0.000148144
2	50000	16	50777.984191	0.015559684	0.015559684
2	50000	17	49100.850565	-0.017982989	0.017982989
2	50000	18	50843.104196	0.016862084	0.016862084
2	50000	19	50334.555479	0.006691110	0.006691110
2	50000	20	49031.703247	-0.019365935	0.019365935
2	50000	21	50039.719583	0.000794392	0.000794392
2	50000	22	51073.482125	0.021469643	0.021469643
2	50000	23	51656.750479	0.033135010	0.033135010
3	100	0	101.240942	0.012409424	0.012409424
3	100	1	101.240942	0.012409424	0.012409424
3	100	2	101.240942	0.012409424	0.012409424
3	100	3	100.216046	0.002160456	0.002160456
3	100	4	100.216046	0.002160456	0.002160456
3	100	5	98.167021	-0.018329790	0.018329790
3	100	6	99.191405	-0.008085948	0.008085948
3	100	7	100.216046	0.002160456	0.002160456
3	100	8	100.216046	0.002160456	0.002160456
3	100	9	99.191405	-0.008085948	0.008085948
3	100	10	99.191405	-0.008085948	0.008085948
3	100	11	100.216046	0.002160456	0.002160456
3	100	12	99.191405	-0.008085948	0.008085948
3	100	13	99.191405	-0.008085948	0.008085948
3	100	14	100.216046	0.002160456	0.002160456
3	100	15	100.216046	0.002160456	0.002160456
3	100	16	99.191405	-0.008085948	0.008085948
3	100	17	101.240942	0.012409424	0.012409424
3	100	18	98.167021	-0.018329790	0.018329790
3	100	19	99.191405	-0.008085948	0.008085948
3	100	20	100.216046	0.002160456	0.002160456
3	100	21	100.216046	0.002160456	0.002160456
3	100	22	100.216046	0.002160456	0.002160456
3	100	23	101.240942	0.012409424	0.012409424
3	500	0	499.223656	-0.001552688	0.001552688
3	500	1	499.223656	-0.001552688	0.001552688
3	500	2	498.094192	-0.003811615	0.003811615
3	500	3	499.223656	-0.001552688	0.001552688
3	500	4	503.744628	0.007489256	0.007489256
3	500	5	508.270595	0.016541190	0.016541190
3	500	6	507.138634	0.014277269	0.014277269
3	500	7	495.836199	-0.008327602	0.008327602
3	500	8	495.836199	-0.008327602	0.008327602
3	500	9	503.744628	0.007489256	0.007489256
3	500	10	506.006986	0.012013973	0.012013973
3	500	11	501.483518	0.002967036	0.002967036
3	500	12	499.223656	-0.001552688	0.001552688
3	500	13	501.483518	0.002967036	0.002967036
3	500	14	499.223656	-0.001552688	0.001552688
3	500	15	495.836199	-0.008327602	0.008327602
3	500	16	502.613917	0.005227834	0.005227834
3	500	17	501.483518	0.002967036	0.002967036
3	500	18	506.006986	0.012013973	0.012013973
3	500	19	510.535456	0.021070911	0.021070911
3	500	20	494.707669	-0.010584662	0.010584662
3	500	21	500.353431	0.000706863	0.000706863
3	500	22	499.223656	-0.001552688	0.001552688
3	500	23	496.965040	-0.006069920	0.006069920
3	1000	0	991.983739	-0.008016261	0.008016261
3	1000	1	994.532588	-0.005467412	0.005467412
3	1000	2	1014.980680	0.014980680	0.014980680
3	1000	3	976.723864	-0.023276136	0.023276136
3	1000	4	1007.300678	0.007300678	0.007300678
3	1000	5	1002.188665	0.002188665	0.002188665
3	1000	6	997.083024	-0.002916976	0.002916976
3	1000	7	998.358838	-0.001641162	0.001641162
3	1000	8	1009.859079	0.009859079	0.009859079
3	1000	9	998.358838	-0.001641162	0.001641162
3	1000	10	986.890795	-0.013109205	0.013109205
3	1000	11	1003.466070	0.003466070	0.003466070
3	1000	12	1006.022077	0.006022077	0.006022077
3	1000	13	1030.384020	0.030384020	0.030384020
3	1000	14	1007.300678	0.007300678	0.007300678
3	1000	15	1004.743874	0.004743874	0.004743874
3	1000	16	994.532588	-0.005467412	0.005467412
3	1000	17	1013.699680	0.013699680	0.013699680
3	1000	18	1000.911658	0.000911658	0.000911658
3	1000	19	1007.300678	0.007300678	0.007300678
3	1000	20	993.257965	-0.006742035	0.006742035
3	1000	21	991.983739	-0.008016261	0.008016261
3	1000	22	988.163437	-0.011836563	0.011836563
3	1000	23	1016.262082	0.016262082	0.016262082
3	5000	0	5128.817882	0.025763576	0.025763576
3	5000	1	4981.105439	-0.003778912	0.003778912
3	5000	2	4994.623603	-0.001075279	0.001075279
3	5000	3	5139.324942	0.027864988	0.027864988
3	5000	4	5076.683109	0.015336622	0.015336622
3	5000	5	4920.819805	-0.015836039	0.015836039
3	5000	6	4977.732858	-0.004453428	0.004453428
3	5000	7	4998.010127	-0.000397975	0.000397975
3	5000	8	5028.615500	0.005723100	0.005723100
3	5000	9	4851.589988	-0.029682002	0.029682002
3	5000	10	4937.477005	-0.012504599	0.012504599
3	5000	11	5052.578794	0.010515759	0.010515759
3	5000	12	5107.884276	0.021576855	0.021576855
3	5000	13	5011.584290	0.002316858	0.002316858
3	5000	14	4904.230070	-0.019153986	0.019153986
3	5000	15	5018.388278	0.003677656	0.003677656
3	5000	16	5018.388278	0.003677656	0.003677656
3	5000	17	5056.013595	0.011202719	0.011202719
3	5000	18	5025.203588	0.005040718	0.005040718
3	5000	19	4954.202223	-0.009159555	0.009159555
3	5000	20	4910.857903	-0.017828419	0.017828419
3	5000	21	4920.819805	-0.015836039	0.015836039
3	5000	22	4927.474558	-0.014505088	0.014505088
3	5000	23	4937.477005	-0.012504599	0.012504599
3	10000	0	9914.827977	-0.008517202	0.008517202
3	10000	1	10052.136924	0.005213692	0.005213692
3	10000	2	9870.062504	-0.012993750	0.012993750
3	10000	3	10005.853945	0.000585395	0.000585395
3	10000	4	9971.481716	-0.002851828	0.002851828
3	10000	5	10304.093353	0.030409335	0.030409335
3	10000	6	9960.088106	-0.003991189	0.003991189
3	10000	7	10052.136924	0.005213692	0.005213692
3	10000	8	9749.421923	-0.025057808	0.025057808
3	10000	9	9870.062504	-0.012993750	0.012993750
3	10000	10	10040.517058	0.004051706	0.004051706
3	10000	11	10005.853945	0.000585395	0.000585395
3	10000	12	10254.891561	0.025489156	0.025489156
3	10000	13	10218.374231	0.021837423	0.021837423
3	10000	14	10110.735920	0.011073592	0.011073592
3	10000	15	10158.226307	0.015822631	0.015822631
3	10000	16	10028.930063	0.002893006	0.002893006
3	10000	17	10017.375753	0.001737575	0.001737575
3	10000	18	10194.208969	0.019420897	0.019420897
3	10000	19	9825.780992	-0.017421901	0.017421901
3	10000	20	9971.481716	-0.002851828	0.002851828
3	10000	21	9792.881217	-0.020711878	0.020711878
3	10000	22	9836.806570	-0.016319343	0.016319343
3	10000	23	9982.907107	-0.001709289	0.001709289
3	50000	0	50126.377356	0.002527547	0.002527547
3	50000	1	49542.460653	-0.009150787	0.009150787
3	50000	2	51042.365811	0.020847316	0.020847316
3	50000	3	50333.401152	0.006668023	0.006668023
3	50000	4	48924.708570	-0.021505829	0.021505829
3	50000	5	49874.716917	-0.002505662	0.002505662
3	50000	6	51252.478591	0.025049572	0.025049572
3	50000	7	50533.934925	0.010678698	0.010678698
3	50000	8	49794.675941	-0.004106481	0.004106481
3	50000	9	50767.089102	0.015341782	0.015341782
3	50000	10	48905.025804	-0.021899484	0.021899484
3	50000	11	49131.658710	-0.017366826	0.017366826
